1,1,1,2005-02-26,$35.00 ,Monthly,
2,9,1,2005-02-26,$35.00 ,Monthly,
3,17,1,2005-02-26,$35.00 ,Monthly,
4,25,1,2005-02-26,$35.00 ,Monthly,
5,2,1,2005-02-27,$35.00 ,Monthly,
6,10,1,2005-02-27,$40.00 ,Monthly,
7,18,1,2005-02-27,$35.00 ,Monthly,
8,3,1,2005-02-28,$35.00 ,Monthly,
9,11,1,2005-02-28,$35.00 ,Monthly,
10,19,1,2005-02-28,$40.00 ,Monthly,
11,4,1,2005-03-01,$40.00 ,Monthly,
12,12,1,2005-03-01,$35.00 ,Monthly,
13,20,1,2005-03-01,$35.00 ,Monthly,
14,5,1,2005-03-02,$35.00 ,Every 2 weeks,
15,13,1,2005-03-02,$35.00 ,Every 2 weeks,
16,21,1,2005-03-02,$35.00 ,Every 2 weeks,
17,6,1,2005-03-03,$40.00 ,Every 2 weeks,
18,7,1,2005-03-03,$35.00 ,Every 2 weeks,
19,14,1,2005-03-03,$35.00 ,Every 2 weeks,
20,15,1,2005-03-03,$35.00 ,Every 2 weeks,
21,22,1,2005-03-03,$40.00 ,Every 2 weeks,
22,23,1,2005-03-03,$35.00 ,Every 2 weeks,
23,8,1,2005-03-04,$35.00 ,Every 2 weeks,
24,16,1,2005-03-04,$35.00 ,Every 2 weeks,
25,24,1,2005-03-04,$35.00 ,Every 2 weeks,
26,1,1,2006-03-01,$35.00 ,Monthly,
27,9,1,2006-03-01,$35.00 ,Monthly,
28,17,1,2006-03-01,$35.00 ,Monthly,
29,25,1,2006-03-01,$35.00 ,Monthly,
30,2,1,2006-03-02,$35.00 ,Monthly,
31,10,1,2006-03-02,$40.00 ,Monthly,
32,18,1,2006-03-02,$35.00 ,Monthly,
33,26,1,2006-03-02,$35.00 ,Monthly,
34,3,1,2006-03-03,$35.00 ,Monthly,
35,11,1,2006-03-03,$35.00 ,Monthly,
36,19,1,2006-03-03,$40.00 ,Monthly,
37,27,1,2006-03-03,$40.00 ,Monthly,
38,4,1,2006-03-04,$40.00 ,Monthly,
39,12,1,2006-03-04,$35.00 ,Monthly,
40,20,1,2006-03-04,$35.00 ,Monthly,
41,28,1,2006-03-04,$40.00 ,Monthly,
42,5,1,2006-03-05,$35.00 ,Every 2 weeks,
43,13,1,2006-03-05,$35.00 ,Every 2 weeks,
44,21,1,2006-03-05,$35.00 ,Every 2 weeks,
45,29,1,2006-03-05,$35.00 ,Every 2 weeks,
46,6,1,2006-03-06,$40.00 ,Every 2 weeks,
47,7,1,2006-03-06,$35.00 ,Every 2 weeks,
48,14,1,2006-03-06,$35.00 ,Every 2 weeks,
49,15,1,2006-03-06,$35.00 ,Every 2 weeks,
50,22,1,2006-03-06,$40.00 ,Every 2 weeks,
51,23,1,2006-03-06,$35.00 ,Every 2 weeks,
52,30,1,2006-03-06,$35.00 ,Every 2 weeks,
53,31,1,2006-03-06,$40.00 ,Every 2 weeks,
54,8,1,2006-03-07,$35.00 ,Every 2 weeks,
55,16,1,2006-03-07,$35.00 ,Every 2 weeks,
56,24,1,2006-03-07,$35.00 ,Every 2 weeks,
57,32,1,2006-03-07,$35.00 ,Every 2 weeks,
58,1,1,2007-02-17,$35.00 ,Every 2 weeks,
59,9,1,2007-02-17,$35.00 ,Every 2 weeks,
60,17,1,2007-02-17,$35.00 ,Every 2 weeks,
61,25,1,2007-02-17,$35.00 ,Every 2 weeks,
62,33,1,2007-02-17,$40.00 ,Every 2 weeks,
63,41,1,2007-02-17,$40.00 ,Every 2 weeks,
64,49,1,2007-02-17,$35.00 ,Every 2 weeks,
65,2,1,2007-02-18,$35.00 ,Monthly,
66,10,1,2007-02-18,$40.00 ,Monthly,
67,18,1,2007-02-18,$35.00 ,Monthly,
68,26,1,2007-02-18,$35.00 ,Monthly,
69,34,1,2007-02-18,$40.00 ,Monthly,
70,42,1,2007-02-18,$40.00 ,Monthly,
71,50,1,2007-02-18,$40.00 ,Monthly,
72,3,1,2007-02-19,$35.00 ,Monthly,
73,11,1,2007-02-19,$35.00 ,Monthly,
74,19,1,2007-02-19,$40.00 ,Monthly,
75,27,1,2007-02-19,$40.00 ,Monthly,
76,35,1,2007-02-19,$35.00 ,Monthly,
77,43,1,2007-02-19,$35.00 ,Monthly,
78,4,1,2007-02-20,$40.00 ,Monthly,
79,12,1,2007-02-20,$35.00 ,Monthly,
80,20,1,2007-02-20,$35.00 ,Monthly,
81,28,1,2007-02-20,$40.00 ,Monthly,
82,36,1,2007-02-20,$35.00 ,Monthly,
83,44,1,2007-02-20,$40.00 ,Monthly,
84,5,1,2007-02-21,$35.00 ,Every 2 weeks,
85,13,1,2007-02-21,$35.00 ,Every 2 weeks,
86,21,1,2007-02-21,$35.00 ,Every 2 weeks,
87,29,1,2007-02-21,$35.00 ,Every 2 weeks,
88,37,1,2007-02-21,$40.00 ,Every 2 weeks,
89,45,1,2007-02-21,$35.00 ,Every 2 weeks,
90,6,1,2007-02-22,$40.00 ,Every 2 weeks,
91,7,1,2007-02-22,$35.00 ,Every 2 weeks,
92,14,1,2007-02-22,$35.00 ,Every 2 weeks,
93,15,1,2007-02-22,$35.00 ,Every 2 weeks,
94,22,1,2007-02-22,$40.00 ,Every 2 weeks,
95,23,1,2007-02-22,$35.00 ,Every 2 weeks,
96,30,1,2007-02-22,$35.00 ,Every 2 weeks,
97,31,1,2007-02-22,$40.00 ,Every 2 weeks,
98,38,1,2007-02-22,$40.00 ,Every 2 weeks,
99,39,1,2007-02-22,$35.00 ,Every 2 weeks,
100,46,1,2007-02-22,$35.00 ,Every 2 weeks,
101,47,1,2007-02-22,$35.00 ,Every 2 weeks,
102,8,1,2007-02-23,$35.00 ,Monthly,
103,16,1,2007-02-23,$35.00 ,Monthly,
104,24,1,2007-02-23,$35.00 ,Monthly,
105,32,1,2007-02-23,$35.00 ,Monthly,
106,40,1,2007-02-23,$35.00 ,Monthly,
107,48,1,2007-02-23,$35.00 ,Monthly,
108,1,1,2008-02-25,$40.00 ,Every 2 weeks,
109,9,1,2008-02-25,$40.00 ,Every 2 weeks,
110,17,1,2008-02-25,$35.00 ,Every 2 weeks,
111,25,1,2008-02-25,$15.00 ,Every 2 weeks,
112,33,1,2008-02-25,$45.00 ,Every 2 weeks,
113,41,1,2008-02-25,$45.00 ,Every 2 weeks,
114,49,1,2008-02-25,$30.00 ,Every 2 weeks,
115,57,1,2008-02-25,$45.00 ,Every 2 weeks,
116,58,1,2008-02-25,$40.00 ,Every 2 weeks,
117,66,1,2008-02-25,$15.00 ,Every 2 weeks,
118,74,1,2008-02-25,$45.00 ,Every 2 weeks,
127,2,1,2008-02-26,$40.00 ,Monthly,
128,10,1,2008-02-26,$45.00 ,Monthly,
129,18,1,2008-02-26,$35.00 ,Monthly,
130,26,1,2008-02-26,$40.00 ,Monthly,
131,34,1,2008-02-26,$45.00 ,Monthly,
132,42,1,2008-02-26,$45.00 ,Monthly,
133,50,1,2008-02-26,$45.00 ,Monthly,
134,59,1,2008-02-26,$45.00 ,Monthly,
135,67,1,2008-02-26,$45.00 ,Monthly,
136,75,1,2008-02-26,$35.00 ,Monthly,
145,3,1,2008-02-27,$30.00 ,Monthly,
146,11,1,2008-02-27,$15.00 ,Monthly,
147,19,1,2008-02-27,$45.00 ,Monthly,
148,27,1,2008-02-27,$45.00 ,Monthly,
149,35,1,2008-02-27,$15.00 ,Monthly,
150,43,1,2008-02-27,$40.00 ,Monthly,
151,51,1,2008-02-27,$35.00 ,Monthly,
152,60,1,2008-02-27,$30.00 ,Monthly,
153,68,1,2008-02-27,$40.00 ,Monthly,
158,4,1,2008-02-28,$45.00 ,Monthly,
159,12,1,2008-02-28,$35.00 ,Monthly,
160,20,1,2008-02-28,$40.00 ,Monthly,
161,28,1,2008-02-28,$45.00 ,Monthly,
162,36,1,2008-02-28,$30.00 ,Monthly,
163,44,1,2008-02-28,$45.00 ,Monthly,
164,52,1,2008-02-28,$15.00 ,Monthly,
165,61,1,2008-02-28,$40.00 ,Monthly,
166,69,1,2008-02-28,$35.00 ,Monthly,
171,5,1,2008-02-29,$15.00 ,Every 2 weeks,
172,13,1,2008-02-29,$15.00 ,Every 2 weeks,
173,21,1,2008-02-29,$35.00 ,Every 2 weeks,
174,29,1,2008-02-29,$40.00 ,Every 2 weeks,
175,37,1,2008-02-29,$45.00 ,Every 2 weeks,
176,45,1,2008-02-29,$15.00 ,Every 2 weeks,
177,53,1,2008-02-29,$45.00 ,Every 2 weeks,
178,62,1,2008-02-29,$40.00 ,Every 2 weeks,
179,70,1,2008-02-29,$15.00 ,Every 2 weeks,
184,6,1,2008-03-01,$45.00 ,Every 2 weeks,
185,7,1,2008-03-01,$30.00 ,Every 2 weeks,
186,14,1,2008-03-01,$40.00 ,Every 2 weeks,
187,15,1,2008-03-01,$30.00 ,Every 2 weeks,
188,22,1,2008-03-01,$45.00 ,Every 2 weeks,
189,23,1,2008-03-01,$35.00 ,Every 2 weeks,
190,30,1,2008-03-01,$40.00 ,Every 2 weeks,
191,31,1,2008-03-01,$45.00 ,Every 2 weeks,
192,38,1,2008-03-01,$45.00 ,Every 2 weeks,
193,39,1,2008-03-01,$15.00 ,Every 2 weeks,
194,46,1,2008-03-01,$40.00 ,Every 2 weeks,
195,47,1,2008-03-01,$30.00 ,Every 2 weeks,
196,54,1,2008-03-01,$30.00 ,Every 2 weeks,
197,55,1,2008-03-01,$15.00 ,Every 2 weeks,
198,63,1,2008-03-01,$45.00 ,Every 2 weeks,
199,64,1,2008-03-01,$45.00 ,Every 2 weeks,
200,71,1,2008-03-01,$45.00 ,Every 2 weeks,
201,72,1,2008-03-01,$35.00 ,Every 2 weeks,
210,8,1,2008-03-02,$35.00 ,Monthly,
211,16,1,2008-03-02,$35.00 ,Monthly,
212,24,1,2008-03-02,$35.00 ,Monthly,
213,32,1,2008-03-02,$30.00 ,Monthly,
214,40,1,2008-03-02,$35.00 ,Monthly,
